pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0xaa5fe7dcc07dcb8b7afcd1b93874e7cb1e0ab50b,"EURC / WETH 0.05%",aerodrome-slipstream-3,euro-coin,weth,,,above,both_quote,3851453,124223132
0x7103eb3c9590d1281f7dc03b2a9ee27c39df5d54,"MSFTc / USDC 0.017%",aerodrome-slipstream-3,microsoft-coinbase-tokenized-stock,usd-coin,microsoft-coinbase-tokenized-stock,1401134,below,single_subject:cg_mcap,3784614,15844311
0x8c7080564b5a792a33ef2fd473fba6364d5495e5,"cbBTC / WETH 0.3%",uniswap-v3-base,coinbase-wrapped-btc,weth,,,above,both_quote,3751151,71647386
0xccfa472815563ff9eb2de95c7b2be1ccf91f7f31,"SOL / cbBTC 0.026%",aerodrome-slipstream-3,base-bridged-sol-base,coinbase-wrapped-btc,base-bridged-sol-base,4769440,below,single_subject:cg_mcap,3732034,161850473
0xd03bc8c7f2faedce2aac81bf0444aea08ea06e9b,"AMZNc / USDC 0.017%",aerodrome-slipstream-3,amazon-coinbase-tokenized-stock,usd-coin,amazon-coinbase-tokenized-stock,1410259,below,single_subject:cg_mcap,3694525,19491467
0x0bf58fe0fac935ac69595c19b12ba0d75e3f8c0e,"SPCXc / USDC 0.017%",aerodrome-slipstream-3,spacex-coinbase-tokenized-stock,usd-coin,spacex-coinbase-tokenized-stock,1351501,below,single_subject:cg_mcap,3564184,23680740
0x00c75878c58264c974fad040eb9efca1f79a9e707bd8eff0ff178ec699c399a4,"CP / USDC 0.022%",uniswap-v4-base,cluster-protocol,usd-coin,cluster-protocol,16698453,below,single_subject:cg_mcap,3481040,0
0xb775272e537cc670c65dc852908ad47015244eaf,"WETH / USDC 0.05%",pancakeswap-v3-base,weth,usd-coin,,,above,both_quote,3408161,83944625
0xb90fe999be6869af0afc557dccfbe169ea3403d6,"cbXRP / WETH 0.01%",aerodrome-slipstream-3,coinbase-wrapped-xrp,weth,coinbase-wrapped-xrp,176115446,above,single_subject:cg_mcap,3405612,82316839
0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,"VVV / WETH 0.05%",aerodrome-slipstream,venice-token,weth,venice-token,1062924913,above,single_subject:cg_mcap,3361279,107635701
0x469337fdcc5e8f38e2e4b670b04f57865d13a7bb,"TSLAc / USDC 0.003%",aerodrome-slipstream-3,tesla-coinbase-tokenized-stocks,usd-coin,tesla-coinbase-tokenized-stocks,1019421,below,single_subject:cg_mcap,3239314,15066700
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,"WETH / cbBTC 0.05%",hydrex-integral,weth,coinbase-wrapped-btc,,,above,both_quote,3211218,69269834
0xa135b59fe221c0c8d441294f97f96fbc37bc9fbe,"VVV / WETH 0.3%",aerodrome-slipstream-3,venice-token,weth,venice-token,1062924913,above,single_subject:cg_mcap,3054133,81477663
0xdfe5f275020def30993f042174fc2d335678b626,"AERO / cbBTC 0.6%",aerodrome-slipstream,aerodrome-finance,coinbase-wrapped-btc,aerodrome-finance,533033874,above,single_subject:cg_mcap,2972068,137138835
0x2fbe93bf7177596c5d04675bdcef7bacaf98bd954dc26829fcda39f122239459,"ETH / cbBTC 0.05%",uniswap-v4-base,ethereum,coinbase-wrapped-btc,,,above,both_quote,2928679,57818139
0xe070797535b13431808f8fc81fdbe7b41362960ed0b55bc2b6117c49c51b7eb9,"ETH / USDC 0.3%",uniswap-v4-base,ethereum,usd-coin,,,above,both_quote,2643634,40359222
